sk_cliente,cliente_id_natural,chartmogul_id,external_id,email,nombre_cliente,empresa,pais_codigo,estado_cliente,lead_status,fecha_cliente_desde,mrr,arr,es_cliente_pago,es_activo,es_churn,es_past_due
638,cus_82601dde-58d2-4840-975e-9163f7308887,257237747,19811135667,contact@oscorp.me,oscorp.me,oscorp.me,,New Lead,New Lead,,0.0,0.0,0,0,0,0
639,cus_a2bb8229-9275-428f-9a83-e9d3b5ea1783,257237748,19813327662,contact@balbeckcr.com,Balbeck S.A,Balbeck S.A,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
640,cus_cf4ff1c8-ce66-4922-b44d-37b8a6577554,257237749,19813327664,contact@cirsacr.com,cirsacr.com,cirsacr.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
641,cus_17a50c27-2bb6-42e0-accc-f88ecdf4426f,257237751,19813327667,contact@vtrconsultores.com,vtrconsultores.com,vtrconsultores.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
642,cus_5f127701-47ef-4fbe-b3de-7d80ab6ca812,257237752,19813327666,contact@parcocr.com,Parco,Parco,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
643,cus_990a48b5-9a9e-4f25-8f94-0ea3d245fb4e,257237753,19813334690,contact@arcoopsa.com,arcoopsa.com,arcoopsa.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
644,cus_5ed16714-4512-4cae-b0e7-9a6f7c33e65b,257237754,19813334691,contact@integracom.com,Integracom de Centroamérica S.A.,Integracom de Centroamérica S.A.,US,New Lead,New Lead,,0.0,0.0,0,0,0,0
645,cus_e50ef27b-e598-401c-963b-95dd0c8d0b99,257237755,19813225316,contact@akilancr.com,akilancr.com,akilancr.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
646,cus_077f89c2-9823-47e2-88c8-6788c0153e4e,257237756,19813140532,contact@sce.cr,sce.cr,sce.cr,,New Lead,New Lead,,0.0,0.0,0,0,0,0
647,cus_e5d806f6-351b-468d-aefa-3089efe121f8,257237757,19813154316,contact@dpi.co.cr,DPI,DPI,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
648,cus_ed801b25-c3be-4303-a229-7a2a74a0e585,257237758,19813194247,contact@gaveaingenieria.com,gaveaingenieria.com,gaveaingenieria.com,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
649,cus_4f4605a7-e59a-4483-ab88-d31cb299d49a,257237759,19812933044,contact@constructoradicon.com,constructoradicon.com,constructoradicon.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
650,cus_b800708f-63b0-40d9-a4c7-9c1b9c44d35a,257237760,19812541271,contact@mussioarquitectos.com,mussioarquitectos.com,mussioarquitectos.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
651,cus_a928c6b5-f63d-4c27-9c0b-05b08d86e522,257237763,19813334693,contact@g3cr.com,g3arqycons,g3arqycons,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
652,cus_099e3574-0618-4a36-b168-a4ef44db3f6a,257237764,19813334694,contact@ingenieriapcr.com,Ingeniería PCR,Ingeniería PCR,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
653,cus_9fa0a5cc-defc-4dc1-86b2-c56a0a4b82c8,257237765,19813334692,contact@elrinconcr.com,El Rincón Inmobiliaria,El Rincón Inmobiliaria,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
654,cus_2a1efa40-01db-4cb1-be66-54a347ab92f5,257237766,19813092758,contact@acservicescr.com,Aires acondicionados AC Servicios S.A.,Aires acondicionados AC Servicios S.A.,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
655,cus_8285627a-ce49-483a-a5f6-1da5e53105ec,257237768,19813334695,contact@elmecsa.com,ELMEC S.A.,ELMEC S.A.,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
656,cus_5aaac371-fd05-43a1-8b01-f0a1db69d21a,257237769,19813334696,contact@solutecr.com,Soluciones Tecnológicas M&D,Soluciones Tecnológicas M&D,,New Lead,New Lead,,0.0,0.0,0,0,0,0
657,cus_e8ba826c-355f-4698-86c8-6e5ffb3ec306,257237770,19813172487,contact@apamedesign.com,APAME DESIGN,APAME DESIGN,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
658,cus_603bf1d8-7fe3-4ea9-9bea-479a7ba88f94,257237771,19813140536,contact@inco-ca.com,inco-ca.com,inco-ca.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
659,cus_0a594519-25c7-453f-93db-b9681b59d2f0,257237772,19813182034,contact@bmsarquitectos.com,bmsarquitectos.com,bmsarquitectos.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
660,cus_f66a4b46-2d58-4106-88b1-916aa48448e8,257237773,19813140533,contact@promatco.com,PROMATCO,PROMATCO,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
661,cus_085a353b-7c12-46aa-87b5-aa3b3679dc24,257237774,19812784568,contact@solarenergy.co.cr,Solar Energy,Solar Energy,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
662,cus_ea3b7859-6a1f-40fd-b181-e7ded840793c,257237775,19812895343,contact@seysacr.com,seysacr.com,seysacr.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
663,cus_ef52df35-c443-4acc-b148-a1dca0dc5d30,257237776,19813114187,contact@d86group.com,d86group.com,d86group.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
664,cus_3cc7283e-da29-493d-95e3-bcc04f1c2de3,257237777,19813079416,contact@consultoraguayacan.com,consultoraguayacan.com,consultoraguayacan.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
665,cus_dcb033b6-43ca-4173-8487-64eddef29ae0,257237779,19813114188,contact@yuxtaenergy.com,YUXTA Energy,YUXTA Energy,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
666,cus_f2079b3f-9343-4e7f-9f32-d3dacbc8c122,257237780,19813334697,contact@grupoicv.com,grupoicv.com,grupoicv.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
667,cus_43d25dde-0b4d-4884-b9f0-07f1417f1dd5,257237782,19813334698,contact@inductivacr.com,MACO inductiva CR,MACO inductiva CR,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
668,cus_c7f23ee4-5630-4a91-9454-a24a010b43f7,257237783,19813334699,contact@leecorp.net,leecorp.net,leecorp.net,,New Lead,New Lead,,0.0,0.0,0,0,0,0
669,cus_4cd1cc53-584f-4681-8770-48216de919ba,257237784,19813342579,contact@obdconstruccion.com,obdconstruccion.com,obdconstruccion.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
670,cus_6805d035-bfe7-4049-8562-e40fb1a2088a,257237785,19813342581,contact@180arquitectura.com,180arquitectura.com,180arquitectura.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
671,cus_2cb490ea-6b96-4fc8-9c7c-1ab01d5ab85b,257237786,19813342582,contact@salvavidascr.com,Grupo Salvavidas,Grupo Salvavidas,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
672,cus_bbfc6302-c9d6-40b7-86d2-66a8fd8cbfbb,257237788,19813349243,contact@dehc.cr,dehc.cr,dehc.cr,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
673,cus_98f750cb-aec0-4b4e-80b6-3345bdfdf19c,257237790,19813349244,contact@aljicu.com,Constructora Aljicu,Constructora Aljicu,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
674,cus_65ec40f3-86f5-47b2-9470-e374bbf380c4,257237791,19813349245,contact@sermacr.com,Sermacr,Sermacr,,New Lead,New Lead,,0.0,0.0,0,0,0,0
675,cus_80a9d5be-71d9-422e-b00a-b108c039cd48,257237793,19813349246,contact@incomelcr.com,Incomel Cr,Incomel Cr,,New Lead,New Lead,,0.0,0.0,0,0,0,0
676,cus_2819e0d2-5390-4c4a-a8c3-c38a83567142,257237798,19813356641,contact@varaven.com,Varaven Architecture and Design,Varaven Architecture and Design,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
677,cus_14a935ae-9ed0-4515-8527-706d58fc1add,257237800,19813342580,contact@serviciosdm.com,serviciosdm.comServicios Integrales2United States,serviciosdm.comServicios Integrales2United States,US,New Lead,New Lead,,0.0,0.0,0,0,0,0
678,cus_4e2595a3-b0a9-47d9-8a67-dfc215bb7f5f,257237801,19813356643,contact@cps-cr.com,CPS Construccion,CPS Construccion,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
679,cus_baae28e6-364c-40ca-9c2b-124930772142,257237803,19813356645,contact@codeinsa.cr,codeinsa.cr,codeinsa.cr,,New Lead,New Lead,,0.0,0.0,0,0,0,0
680,cus_48ea608d-99e0-4c88-832c-a68c683a17ed,257237805,19813356647,contact@sandercr.com,sandercr.com,sandercr.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
681,cus_ca51c5b3-2781-443e-9f01-68e6ee85ed2c,257237806,19813356646,contact@irssa-cr.com,irssa-cr.com,irssa-cr.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
682,cus_e4073e71-aa38-4eec-b780-2fd3592ebd29,257237807,19813364067,contact@valba.co.cr,VALERIN BAUDRIT Y ASOCIADOS,VALERIN BAUDRIT Y ASOCIADOS,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
683,cus_399af436-9994-42a2-9eb6-a241cc078a63,257237810,19813364070,contact@kmadesign.net,KMA Design Group Costa Rica,KMA Design Group Costa Rica,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
684,cus_dd33909f-1743-49db-b581-419cb79ee383,257237811,19813364071,contact@chaconarquitectoscr.com,chaconarquitectoscr.com,chaconarquitectoscr.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
685,cus_5c1d2cb5-8e22-423d-94ab-94dc6e271bba,257237812,19813364072,contact@intracacr.com,Intraca,Intraca,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
686,cus_b1afb7a5-02db-4451-8dc7-13799d1a37f7,257237813,19813364074,contact@inmobiliariaconstrureal.com,inmobiliariaconstrureal.com,inmobiliariaconstrureal.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
687,cus_3d806f47-1330-4976-9308-f5b439f7005c,257237814,19813364073,contact@vimsa.co.cr,VIMSA,VIMSA,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
688,cus_45189cbd-8dc3-42a4-972e-2698f1ac4df1,257237816,19813364075,contact@jyjelectromecanica.com,www.jyjelectromecanica.com,www.jyjelectromecanica.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
689,cus_7409a6cb-947f-4c82-908a-95637f95d5db,257237817,19813364077,contact@grupoprovesol.com,grupoprovesol.com,grupoprovesol.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
690,cus_8874ba65-64e5-49dc-a822-c820f1692e60,257237818,19813364076,contact@serviplotter.co.cr,serviplotter.co.cr,serviplotter.co.cr,,New Lead,New Lead,,0.0,0.0,0,0,0,0
691,cus_59b05046-723f-47ae-91b1-9b98b6049e54,257237821,19813373015,contact@brunostagno.com,brunostagno.com,brunostagno.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
692,cus_06308759-b908-4077-80a8-c1d507e5c561,257237822,19813373016,contact@escosacr.com,Industrial Escosa S.A.,Industrial Escosa S.A.,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
693,cus_28b14ecf-5f1b-48f5-9747-9598fc319409,257237824,19813212851,contact@avincocr.com,ConsultorÃa y ConstrucciÃ³n AVINCO S.A.,ConsultorÃa y ConstrucciÃ³n AVINCO S.A.,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
694,cus_dcd88a8f-0396-4ef5-8ceb-86a3cd180be8,257237825,19813172492,contact@iaacr.com,IAA,IAA,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
695,cus_d62d4580-40b0-4f19-992b-c85d21a5ec5f,257237826,19813172489,contact@royeca.com,royeca.com,royeca.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
696,cus_59a33f86-b03b-4363-a3c2-9dfb8d10795d,257237827,19414984549,contact@aresep.go.cr,ARESEP,ARESEP,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
697,cus_073d637c-ba22-4ef1-977e-5b109e7abdc2,257237828,19813079415,contact@acabadosdeimar.com,acabadosdeimar.com,acabadosdeimar.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
698,cus_97fa409b-78a4-40ac-9136-195f6a8241db,257237829,19813239563,contact@cleancocr.net,Cleanco,Cleanco,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
699,cus_d44ea4be-217b-4f19-8e19-cac6bd7358f1,257237830,19813225315,contact@gp-ecodiseno.com,G+P Ecodiseños,G+P Ecodiseños,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
700,cus_e654bb62-e6f5-48b7-a6bb-c4c24d6d81c9,257237831,19813140534,contact@ferreteriaboston.com,Ferretería Boston,Ferretería Boston,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
701,cus_87c153af-9d0a-461b-a53f-c9faeabeee75,257237832,19813132706,contact@bauercr.com,bauercr.com,bauercr.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
702,cus_7514eb6f-ebd4-44b9-91ea-8fcbe0012d94,257237833,19813182031,contact@karselectromecanica.com,karselectromecanica.com,karselectromecanica.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
703,cus_bbe74549-d6b9-4466-aae0-ecfecc8353cc,257237834,19812784647,contact@inamcocr.com,inamcocr.com,inamcocr.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
704,cus_cc87a3fa-dd64-461e-8bbf-2258ca3f1292,257237835,19813114185,contact@bildtek.com,BILDTEK,BILDTEK,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
705,cus_44cf1242-5e09-4123-a427-278d984150e2,257237836,19813132699,contact@flasterstein.com,Flasterstein Arquitectos,Flasterstein Arquitectos,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
706,cus_bf00a954-4ba6-4d78-acc8-d57bc3c6a11e,257237837,19813239568,contact@iconscr.com,iconscr.com,iconscr.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
707,cus_4547a874-e218-405e-933b-98401f883572,257237838,19813182035,contact@cordisma.com,cordisma.com,cordisma.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
708,cus_a514eeaa-701a-40ed-b6e8-115975eb135f,257237839,19813172481,contact@solucioneseyj.com,solucioneseyj.com,solucioneseyj.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
709,cus_26f3e719-2522-4990-9619-0c6598efea5c,257237840,19813219473,contact@conico.co.cr,CONICO,CONICO,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
710,cus_fcb6bbb2-8d99-4b8a-aa2e-fc7ba38708fb,257237841,19810835851,contact@tmapache.com,tmapache.com,tmapache.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
711,cus_49221177-e9ee-4b41-a58b-76f08826a7a8,257237842,19813172485,contact@tricon-constructions.com,Triton Constructions,Triton Constructions,MX,New Lead,New Lead,,0.0,0.0,0,0,0,0
712,cus_cdd81ec8-6a42-43bf-a231-0488778afb5e,257237843,19813172486,contact@servicioscamacho.com,Servicioscamacho,Servicioscamacho,,New Lead,New Lead,,0.0,0.0,0,0,0,0
713,cus_24a3086a-f3d3-4a85-952c-32820b832ca9,257237844,19813194248,contact@constructoracoinsa.com,Constructora Coinsa,Constructora Coinsa,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
714,cus_78a0eb3d-08e2-4302-b857-0e181d90acd2,257237845,19813194249,contact@construcam.net,construcam.net,construcam.net,,New Lead,New Lead,,0.0,0.0,0,0,0,0
715,cus_a8b3160e-195b-4274-986f-b4f1dfe31a6e,257237849,19813373020,contact@grupoxilo.com,Grupo Xilo,Grupo Xilo,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
716,cus_6e6a615f-5fad-4010-8d39-9c207ce39bc1,257237850,19813380403,contact@alqbocr.com,alqbocr.com,alqbocr.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
717,cus_95c00dbe-6771-4760-ae85-f3f4245c68c6,257237851,19813373021,contact@superficiesca.com,Superficiesca,Superficiesca,US,New Lead,New Lead,,0.0,0.0,0,0,0,0
718,cus_604e317d-7ed7-4fcb-8f63-34b461044bdc,257237852,19813380404,contact@arquingdyc.com,arquingdyc.com,arquingdyc.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
719,cus_2f03cf9a-6141-4574-a4de-8e029e6a3889,257237853,19813380405,contact@gyesacr.com,Gyesacr,Gyesacr,,New Lead,New Lead,,0.0,0.0,0,0,0,0
720,cus_e947dfeb-9c89-42ad-9141-0bc577834ced,257237854,19813380406,contact@bdgprojects.com,BDG Projects,BDG Projects,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
721,cus_e3db0a57-d362-407b-a9a7-963af8de997a,257237855,19813380407,contact@fabarpa.com,Fabarpa,Fabarpa,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
722,cus_d131659f-6bee-4fdd-88b1-0a8b99b27bbb,257237856,19813380408,contact@tecnoconsultcr.com,Tecnoconsult Ingeniería Electromecánica,Tecnoconsult Ingeniería Electromecánica,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
723,cus_15012730-811c-47a8-8ccf-8392081ea0fa,257237858,19813387413,contact@sitopcr.com,sitopcr.com,sitopcr.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
724,cus_61f7f64e-84ed-403f-a64e-18a165812965,257237859,19813364068,contact@bgbingenieria.com,bgbingenieria.com,bgbingenieria.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
725,cus_b9b8cf75-0ad2-4d46-8920-8faf3ab3f37f,257237860,19813387414,contact@trabesa.com,trabesa.com,trabesa.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
726,cus_6eca42df-bc99-4728-ac72-ad1232a47ee4,257237861,19813387415,contact@construpanelcr.com,construpanelcr.com,construpanelcr.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
727,cus_5f793ed8-60a3-4904-9cde-c08ed476f92a,257237867,19813387419,contact@bcocr.com,bcocr.com,bcocr.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
728,cus_927db3c7-94ff-476f-8ada-4f64c1a1228a,257237869,19813387421,contact@cohousingcr.com,Cohousing,Cohousing,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
729,cus_9fa934be-09b8-4c4c-8c3a-a3dbf43975cd,257237873,19813398442,contact@hymmaquinaria.com,hymmaquinaria.com,hymmaquinaria.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
730,cus_ab403591-b722-44e3-b4b8-65137e30918e,257237875,19813398443,contact@jaarquitectos.com,jaarquitectos.com,jaarquitectos.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
731,cus_b069dd33-ea8c-441f-9fa7-da64fc1e78f0,257237876,19813398444,contact@mcicr.com,mcicr.com,mcicr.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
732,cus_5cc787db-63fd-449e-8154-9e042908a7f7,257237878,19813398445,contact@viquez.cr,viquez.cr,viquez.cr,,New Lead,New Lead,,0.0,0.0,0,0,0,0
733,cus_dfd58647-7084-4df8-959c-a93fd7343620,257237881,19813398446,contact@prodeocr.com,Prodeo Constructora,Prodeo Constructora,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
734,cus_4fb5434b-1b85-409c-a17e-9edc2db7a66a,257237883,19813398447,contact@gningenieria.com,GN Ingeniería,GN Ingeniería,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
735,cus_ba1996c8-5eb9-40d4-9918-4a02029f2d89,257237884,19813409165,contact@aclcr.com,aclcr.com,aclcr.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
736,cus_7c12fd12-f7c8-469b-bb29-8c7508b54801,257237890,19813409166,contact@sime.cr,sime.cr,sime.cr,,New Lead,New Lead,,0.0,0.0,0,0,0,0
737,cus_351bcfb9-1058-405c-be34-24cb3c0f774a,257237891,19813409167,contact@lamcacr.com,lamcacr.com,lamcacr.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
738,cus_e85cfb3f-4ed3-468b-bfd4-73bf6ab2e8f0,257237893,19813409168,contact@saumaarquitectos.com,Sauma Arquitectos,Sauma Arquitectos,,New Lead,New Lead,,0.0,0.0,0,0,0,0
739,cus_47a4920f-ae05-458b-9919-5baf57180004,257237894,19813409169,contact@easypluscr.com,easypluscr.com,easypluscr.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
740,cus_8ac3d342-2714-499e-95ae-669a291a17f0,257237895,19813409170,contact@electroval.com,electroval.com,electroval.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
741,cus_9d39ba49-a4e0-49f8-9fa3-65b3e7495caa,257237896,19813409171,contact@buildtechcr.com,Buildtech,Buildtech,,New Lead,New Lead,,0.0,0.0,0,0,0,0
742,cus_b16a1085-db58-4acc-9c65-78d89f57155e,257237897,19813409172,contact@arquetipos.cc,Arquetipos Constructores,Arquetipos Constructores,,New Lead,New Lead,,0.0,0.0,0,0,0,0
743,cus_06a0fe30-49b1-4c6a-912e-9e6fd759b228,257237898,19813409174,contact@esconstructora.com,esconstructora.com,esconstructora.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
744,cus_e2b9ae4f-0d8f-4f75-9033-a7b84945967a,257237899,19813409173,contact@almadasa.com,almadasa.com,almadasa.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
745,cus_6be52e5b-6637-4fbd-aa73-82739ab5914f,257237900,19813172483,contact@jorsacr.com,jorsacr.com,jorsacr.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
746,cus_6e25e502-35d7-4fe2-a599-36313ac4e5b8,257237901,19813239570,contact@ssarquitectos.com,SS ARQUITECTOS,SS ARQUITECTOS,,New Lead,New Lead,,0.0,0.0,0,0,0,0
747,cus_bb2012d5-421b-423c-9e9e-8310d8f9a3a4,257237902,19813239569,contact@gmgcr.com,gmgcr.com,gmgcr.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
748,cus_fa3d37dd-df25-4adb-a831-902cdb6582ed,257237903,19811285390,contact@constructoratapezco.com,Constructora Tapezco S.A.,Constructora Tapezco S.A.,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
749,cus_ee5dc624-3a68-405a-8db4-d1fc41e31c20,257237904,19813420327,contact@alcafam.co.cr,ALCAFAM CONSTRUCCION INTEGRAL,ALCAFAM CONSTRUCCION INTEGRAL,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
750,cus_05aa1600-2261-4b70-841a-e8f9bbe45f51,257237905,19813187407,contact@ambitocr.com,principal,principal,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
751,cus_6e770e7c-bb6d-4299-b18b-b1168a855fa6,257237906,19804023988,contact@grupolimmat.com,Limmat Constructora,Limmat Constructora,,New Lead,New Lead,,0.0,0.0,0,0,0,0
752,cus_65451d6b-e169-48ac-90fd-6d7f9821bf50,257237907,19813250061,contact@rtconstrucciones.net,rtconstrucciones.net,rtconstrucciones.net,,New Lead,New Lead,,0.0,0.0,0,0,0,0
753,cus_85cacf67-2972-4572-97ee-b2c44ce313f6,257237908,19636100471,contact@unilibre.edu.co,Universidad Libre,Universidad Libre,CO,New Lead,New Lead,,0.0,0.0,0,0,0,0
754,cus_06e2b3ce-76d5-4e38-9750-30338c9ff383,257237909,19813219474,contact@arquitectstudio.com,ARQUITECT STUDIO,ARQUITECT STUDIO,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
755,cus_7e62ae8b-122d-4a7d-9206-51e0d8ab637d,257237910,19813194252,contact@fcbarquitectura.com,FCB Arquitectura,FCB Arquitectura,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
756,cus_21ba39ad-a95f-400f-a1a1-59f998c6183a,257237911,19432197189,contact@ingedesa.com,"Ingedesa, Ingeniería y Desarrollo","Ingedesa, Ingeniería y Desarrollo",CL,New Lead,New Lead,,0.0,0.0,0,0,0,0
757,cus_232176ae-5b9c-42e4-8731-2e3bfba83ba1,257237912,19812895345,contact@cobacicr.com,Cobaci,Cobaci,,New Lead,New Lead,,0.0,0.0,0,0,0,0
758,cus_62d5b47d-9413-4402-abf6-d07bc3e9e669,257237913,19812498617,contact@aread.net,Area D,Area D,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
759,cus_3b1ef49d-065b-49a2-aa38-aaf81638bfdb,257237915,19811436808,contact@acasacr.com,acasacr.com,acasacr.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
760,cus_90445dc9-0862-4cbb-bb4d-57747a45566b,257237916,19813219469,contact@simsrlcr.com,SIM SRL,SIM SRL,,New Lead,New Lead,,0.0,0.0,0,0,0,0
761,cus_fd5ce37f-5b44-4e36-bd3e-358395cc0e73,257237917,16674413376,contact@abidestudiocr.com,abidestudiocr.comAbidestudiocr1Costa Rica,abidestudiocr.comAbidestudiocr1Costa Rica,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
762,cus_16be9dbe-ff05-49b6-a5e5-6b687fcfa08e,257237918,19813420328,contact@cjisa.com,cjisa.com,cjisa.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
763,cus_3cd550ec-f8a6-4ab0-ba0e-c44a29e21ac9,257237919,19813420329,contact@aieconstruccion.com,AIE — Group,AIE — Group,,New Lead,New Lead,,0.0,0.0,0,0,0,0
764,cus_5c5be2da-5d6d-45d5-ab02-9eb777bd5860,257237920,19813420331,contact@miviviendacr.com,miviviendacr.com,miviviendacr.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
765,cus_4ff964e5-4f97-4f9f-9927-53eacae87c77,257237921,19813387420,contact@valledepazcr.com,"Valle de Paz, Camposantos, Funerarias","Valle de Paz, Camposantos, Funerarias",CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
766,cus_27986946-8423-4f94-a42f-2068af3fb1ab,257237922,19813420330,contact@gruposanroman.net,gruposanroman.net,gruposanroman.net,,New Lead,New Lead,,0.0,0.0,0,0,0,0
767,cus_ae44f6fa-8867-4255-bff8-0d2cfac097d4,257237923,19812784644,contact@akros.co.cr,Akros,Akros,,New Lead,New Lead,,0.0,0.0,0,0,0,0
768,cus_646daac1-9bf4-47f9-a4da-0de2218333c1,257237924,19813132700,contact@ckconstruccion.com,Constructora Kerzemberg,Constructora Kerzemberg,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
769,cus_7acc8a09-84b0-46dd-8363-dd6babbc79df,257237925,19811172148,contact@fairuzacr.com,fairuzacr.com,fairuzacr.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
770,cus_cabfc5cb-c432-4afe-989d-98e44b475aaf,257237927,19813420332,contact@friofenix.com,Frio Fenix,Frio Fenix,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
771,cus_7dfdacb5-0088-49d2-986d-cf9cfbe13301,257237928,19813420333,contact@biosarq.com,Bios Arquitectura,Bios Arquitectura,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
772,cus_636702f9-8050-42a8-8838-89f170079fac,257237930,19813420335,contact@mongeingenieria.com,mongeingenieria.com,mongeingenieria.com,,New Lead,New Lead,,0.0,0.0,0,0,0,0
773,cus_4b81ca44-8e61-4886-bc8f-778f56fc5143,257237931,19813420334,contact@multifocalcr.com,multifocalcr.com,multifocalcr.com,US,New Lead,New Lead,,0.0,0.0,0,0,0,0
774,cus_5a66c206-3323-496d-bcf7-58cff290ac57,257237933,19813429850,contact@inercia.cr,Inercia Consultores S.A.,Inercia Consultores S.A.,CR,New Lead,New Lead,,0.0,0.0,0,0,0,0
